Episode,Score,Reward,Epsilon,Avg_Score_50,Avg_Score_100,Avg_Reward_50,Avg_Reward_100,Self_Collisions,Wall_Collisions,Final_Length
1,0,-17.2,1.0,0.0,0.0,-17.2,-17.2,0,1,1
2,0,-8.2,1.0,0.0,0.0,-12.7,-12.7,0,1,1
3,0,-15.2,1.0,0.0,0.0,-13.533333333333331,-13.533333333333331,0,1,1
4,0,-14.2,1.0,0.0,0.0,-13.7,-13.7,0,1,1
5,0,-14.2,1.0,0.0,0.0,-13.8,-13.8,0,1,1
6,0,-22.2,1.0,0.0,0.0,-15.200000000000001,-15.200000000000001,0,1,1
7,0,-18.2,1.0,0.0,0.0,-15.62857142857143,-15.62857142857143,0,1,1
8,0,-14.2,1.0,0.0,0.0,-15.45,-15.45,0,1,1
9,0,-17.2,1.0,0.0,0.0,-15.644444444444442,-15.644444444444442,0,1,1
10,0,-4.199999999999999,1.0,0.0,0.0,-14.499999999999996,-14.499999999999996,0,1,1
11,0,-12.2,1.0,0.0,0.0,-14.290909090909087,-14.290909090909087,0,1,1
12,0,-21.2,1.0,0.0,0.0,-14.866666666666662,-14.866666666666662,0,1,1
13,0,-21.2,0.98411944181564,0.0,0.0,-15.353846153846149,-15.353846153846149,0,1,1
14,0,-18.2,0.9569328906720129,0.0,0.0,-15.557142857142852,-15.557142857142852,0,1,1
15,0,-24.2,0.862367254825433,0.0,0.0,-16.13333333333333,-16.13333333333333,0,1,1
16,1,21.30000000000001,0.7481550048510686,0.0625,0.0625,-13.79375,-13.79375,0,1,2
17,0,-1.1999999999999993,0.7282152468433455,0.058823529411764705,0.058823529411764705,-13.052941176470586,-13.052941176470586,0,1,1
18,0,-10.2,0.6844158170335664,0.05555555555555555,0.05555555555555555,-12.894444444444442,-12.894444444444442,0,1,1
19,2,46.90000000000003,0.6355740637310745,0.15789473684210525,0.15789473684210525,-9.747368421052627,-9.747368421052627,0,1,3
20,1,35.00000000000005,0.45914497940338683,0.2,0.2,-7.509999999999994,-7.509999999999994,0,1,2
21,3,108.1000000000002,0.31708849407160733,0.3333333333333333,0.3333333333333333,-2.0047619047618896,-2.0047619047618896,0,1,4
22,1,36.90000000000016,0.24568575753695765,0.36363636363636365,0.36363636363636365,-0.23636363636361454,-0.23636363636361454,0,1,2
23,2,59.400000000000055,0.2216283271062282,0.43478260869565216,0.43478260869565216,2.356521739130458,2.356521739130458,0,1,3
24,3,84.20000000000007,0.13945892621279873,0.5416666666666666,0.5416666666666666,5.7666666666666915,5.7666666666666915,1,0,4
25,0,-5.199999999999999,0.13331938055743758,0.52,0.52,5.328000000000024,5.328000000000024,0,1,1
26,2,77.10000000000005,0.11531587000406265,0.5769230769230769,0.5769230769230769,8.088461538461564,8.088461538461564,0,1,3
27,3,78.10000000000002,0.10687255324950053,0.6666666666666666,0.6666666666666666,10.681481481481505,10.681481481481505,0,1,4
28,3,117.30000000000014,0.0906997842788457,0.75,0.75,14.489285714285742,14.489285714285742,0,1,4
29,3,104.39999999999986,0.05970082499276251,0.8275862068965517,0.8275862068965517,17.589655172413817,17.589655172413817,1,0,4
30,2,52.40000000000003,0.05684460534646818,0.8666666666666667,0.8666666666666667,18.75000000000002,18.75000000000002,0,1,3
31,3,85.40000000000002,0.05385494911326846,0.9354838709677419,0.9354838709677419,20.90000000000002,20.90000000000002,1,0,4
32,2,91.1000000000002,0.032656507218856545,0.96875,0.96875,23.09375000000003,23.09375000000003,0,0,1
33,3,100.7,0.030386794242287345,1.0303030303030303,1.0303030303030303,25.445454545454574,25.445454545454574,1,0,4
34,3,84.60000000000002,0.028731098151589272,1.088235294117647,1.088235294117647,27.18529411764709,27.18529411764709,1,0,4
35,3,87.50000000000001,0.027411334061667188,1.1428571428571428,1.1428571428571428,28.908571428571456,28.908571428571456,1,0,4
36,0,0.8000000000000007,0.026949050749413766,1.1111111111111112,1.1111111111111112,28.127777777777805,28.127777777777805,0,1,1
37,3,92.5,0.0209853167478185,1.162162162162162,1.162162162162162,29.86756756756759,29.86756756756759,1,0,4
38,3,89.9,0.019941390048622342,1.2105263157894737,1.2105263157894737,31.447368421052655,31.447368421052655,1,0,4
39,3,113.30000000000007,0.012750542561700768,1.2564102564102564,1.2564102564102564,33.54615384615387,33.54615384615387,1,0,4
40,3,111.10000000000048,0.009998671593271896,1.3,1.3,35.485000000000035,35.485000000000035,1,0,4
41,3,90.60000000000001,0.009998671593271896,1.3414634146341464,1.3414634146341464,36.82926829268296,36.82926829268296,1,0,4
42,1,26.6,0.009998671593271896,1.3333333333333333,1.3333333333333333,36.58571428571432,36.58571428571432,0,1,2
43,0,-0.1999999999999993,0.009998671593271896,1.302325581395349,1.302325581395349,35.73023255813956,35.73023255813956,0,1,1
44,3,89.70000000000013,0.009998671593271896,1.3409090909090908,1.3409090909090908,36.956818181818214,36.956818181818214,1,0,4
45,3,96.10000000000021,0.009998671593271896,1.3777777777777778,1.3777777777777778,38.27111111111114,38.27111111111114,1,0,4
46,0,-9.2,0.009998671593271896,1.3478260869565217,1.3478260869565217,37.23913043478264,37.23913043478264,0,1,1
47,0,3.8000000000000007,0.009998671593271896,1.3191489361702127,1.3191489361702127,36.52765957446811,36.52765957446811,0,1,1
48,0,-3.1999999999999993,0.009998671593271896,1.2916666666666667,1.2916666666666667,35.70000000000004,35.70000000000004,0,1,1
49,0,14.0,0.009998671593271896,1.2653061224489797,1.2653061224489797,35.257142857142895,35.257142857142895,0,0,1
50,1,63.600000000000335,0.009998671593271896,1.26,1.26,35.82400000000004,35.82400000000004,0,0,1
51,0,-2.1999999999999993,0.009998671593271896,1.26,1.2352941176470589,36.124000000000045,35.07843137254906,0,1,1
52,3,70.6,0.009998671593271896,1.32,1.2692307692307692,37.70000000000004,35.7615384615385,1,0,4
53,3,86.70000000000006,0.009998671593271896,1.38,1.3018867924528301,39.73800000000004,36.722641509434,1,0,4
54,1,69.79999999999993,0.009998671593271896,1.4,1.2962962962962963,41.418000000000035,37.335185185185225,0,0,1
55,2,118.39999999999942,0.009998671593271896,1.44,1.309090909090909,44.070000000000036,38.80909090909093,0,0,1
56,2,78.80000000000001,0.009998671593271896,1.48,1.3214285714285714,46.09000000000004,39.52321428571431,0,0,1
57,1,28.400000000000325,0.009998671593271896,1.5,1.3157894736842106,47.02200000000004,39.32807017543863,0,1,2
58,2,101.20000000000043,0.009998671593271896,1.54,1.3275862068965518,49.33000000000005,40.39482758620694,0,0,1
59,1,28.300000000000026,0.009998671593271896,1.56,1.3220338983050848,50.240000000000045,40.18983050847462,0,1,2
60,1,21.6,0.009998671593271896,1.58,1.3166666666666667,50.75600000000005,39.88000000000004,0,1,2
61,1,19.6,0.009998671593271896,1.6,1.3114754098360655,51.392000000000046,39.547540983606595,0,1,2
62,2,114.70000000000067,0.009998671593271896,1.64,1.3225806451612903,54.11000000000006,40.75967741935489,0,0,1
63,1,28.700000000000003,0.009998671593271896,1.66,1.3174603174603174,55.108000000000054,40.56825396825401,0,1,2
64,3,101.19999999999997,0.009998671593271896,1.72,1.34375,57.49600000000006,41.51562500000005,0,1,4
65,3,88.60000000000001,0.009998671593271896,1.78,1.3692307692307693,59.75200000000005,42.240000000000045,1,0,4
66,1,34.00000000000016,0.009998671593271896,1.78,1.3636363636363635,60.00600000000006,42.11515151515156,0,1,2
67,3,137.60000000000048,0.009998671593271896,1.84,1.3880597014925373,62.78200000000007,43.54029850746274,1,0,4
68,3,101.30000000000001,0.009998671593271896,1.9,1.411764705882353,65.01200000000009,44.38970588235299,1,0,4
69,2,60.60000000000006,0.009998671593271896,1.9,1.4202898550724639,65.28600000000007,44.62463768115947,0,1,3
70,2,80.40000000000015,0.009998671593271896,1.92,1.4285714285714286,66.19400000000007,45.135714285714336,0,1,3
71,3,111.5,0.009998671593271896,1.92,1.4507042253521127,66.26200000000007,46.07042253521132,1,0,4
72,3,92.10000000000014,0.009998671593271896,1.96,1.4722222222222223,67.36600000000007,46.709722222222275,0,1,4
73,3,85.6,0.009998671593271896,1.98,1.4931506849315068,67.89000000000009,47.24246575342471,1,0,4
74,3,66.80000000000001,0.009998671593271896,1.98,1.5135135135135136,67.54200000000007,47.506756756756815,1,0,4
75,3,91.50000000000001,0.009998671593271896,2.04,1.5333333333333334,69.47600000000007,48.09333333333339,1,0,4
76,4,116.0,0.009998671593271896,2.08,1.5657894736842106,70.25400000000008,48.986842105263214,1,0,5
77,3,101.90000000000008,0.009998671593271896,2.08,1.5844155844155845,70.73000000000008,49.67402597402603,1,0,4
78,3,95.60000000000007,0.009998671593271896,2.08,1.6025641025641026,70.29600000000006,50.26282051282057,1,0,4
79,1,52.20000000000004,0.009998671593271896,2.04,1.5949367088607596,69.25200000000007,50.28734177215195,0,1,2
80,2,54.600000000000016,0.009998671593271896,2.04,1.6,69.29600000000006,50.34125000000006,0,1,3
81,3,102.10000000000008,0.009998671593271896,2.04,1.617283950617284,69.63000000000007,50.98024691358031,1,0,4
82,4,127.30000000000001,0.009998671593271896,2.08,1.646341463414634,70.35400000000008,51.910975609756164,1,0,5
83,3,93.10000000000002,0.009998671593271896,2.08,1.6626506024096386,70.20200000000007,52.40722891566272,1,0,4
84,3,83.70000000000002,0.009998671593271896,2.08,1.6785714285714286,70.18400000000005,52.77976190476197,1,0,4
85,1,34.7,0.009998671593271896,2.04,1.6705882352941177,69.12800000000007,52.56705882352947,0,1,2
86,1,19.700000000000003,0.009998671593271896,2.06,1.6627906976744187,69.50600000000006,52.184883720930294,0,1,2
87,3,99.70000000000005,0.009998671593271896,2.06,1.6781609195402298,69.65000000000008,52.73103448275868,1,0,4
88,2,58.500000000000064,0.009998671593271896,2.04,1.6818181818181819,69.02200000000006,52.796590909090966,0,1,3
89,3,87.4,0.009998671593271896,2.04,1.696629213483146,68.50400000000008,53.18539325842702,1,0,4
90,0,1.8000000000000007,0.009998671593271896,1.98,1.6777777777777778,66.31800000000007,52.614444444444494,0,1,1
91,3,75.9,0.009998671593271896,1.98,1.6923076923076923,66.02400000000007,52.87032967032972,1,0,4
92,3,96.10000000000001,0.009998671593271896,2.02,1.7065217391304348,67.41400000000006,53.3402173913044,1,0,4
93,4,117.70000000000002,0.009998671593271896,2.1,1.7311827956989247,69.77200000000005,54.03225806451618,1,0,5
94,1,72.39999999999972,0.009998671593271896,2.06,1.7234042553191489,69.42600000000004,54.22765957446813,0,0,1
95,2,133.9000000000002,0.009998671593271896,2.04,1.7263157894736842,70.18200000000006,55.066315789473734,0,0,1
96,2,106.00000000000065,0.009998671593271896,2.08,1.7291666666666667,72.48600000000006,55.59687500000005,0,0,1
97,4,115.4,0.009998671593271896,2.16,1.7525773195876289,74.71800000000006,56.21340206185572,1,0,5
98,3,75.80000000000003,0.009998671593271896,2.22,1.7653061224489797,76.29800000000007,56.4132653061225,1,0,4
99,3,103.90000000000002,0.009998671593271896,2.28,1.7777777777777777,78.09600000000006,56.89292929292934,1,0,4
100,4,142.4,0.009998671593271896,2.34,1.8,79.67200000000007,57.74800000000004,1,0,5
101,3,93.00000000000001,0.009998671593271896,2.4,1.83,81.57600000000006,58.850000000000044,1,0,4
102,3,81.6,0.009998671593271896,2.4,1.86,81.79600000000006,59.74800000000005,1,0,4
103,4,122.79999999999998,0.009998671593271896,2.42,1.9,82.51800000000004,61.12800000000006,1,0,5
104,3,145.00000000000006,0.009998671593271896,2.46,1.93,84.02200000000006,62.720000000000056,1,0,4
105,4,145.50000000000014,0.009998671593271896,2.5,1.97,84.56400000000006,64.31700000000006,1,0,5
106,3,84.10000000000002,0.009998671593271896,2.52,2.0,84.67000000000007,65.38000000000005,1,0,4
107,4,123.5,0.009998671593271896,2.58,2.04,86.57200000000007,66.79700000000007,1,0,5
108,0,3.8000000000000007,0.009998671593271896,2.54,2.04,84.62400000000005,66.97700000000005,0,1,1
109,3,109.60000000000005,0.009998671593271896,2.58,2.07,86.25000000000007,68.24500000000006,1,0,4
110,0,8.0,0.009998671593271896,2.56,2.07,85.97800000000007,68.36700000000005,0,0,1
111,2,114.10000000000049,0.009998671593271896,2.58,2.09,87.86800000000007,69.63000000000007,0,1,3
112,5,139.2,0.009998671593271896,2.64,2.14,88.35800000000005,71.23400000000007,1,0,6
113,4,117.50000000000006,0.009998671593271896,2.7,2.18,90.13400000000006,72.62100000000005,1,0,5
114,1,30.6,0.009998671593271896,2.66,2.19,88.72200000000007,73.10900000000007,0,1,2
115,3,100.10000000000004,0.009998671593271896,2.66,2.22,88.95200000000006,74.35200000000007,1,0,4
116,3,82.0,0.009998671593271896,2.7,2.24,89.91200000000005,74.95900000000007,1,0,4
117,3,87.39999999999999,0.009998671593271896,2.7,2.27,88.90800000000003,75.84500000000007,1,0,4
118,3,95.30000000000001,0.009998671593271896,2.7,2.3,88.78800000000005,76.90000000000006,1,0,4
119,3,77.60000000000001,0.009998671593271896,2.72,2.31,89.12800000000004,77.20700000000006,1,0,4
